Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
11831.0,11509.0,27012.0,11.8,11.5,27.0
11286.0,11756.0,27924.0,11.3,11.8,28.0
11666.0,11348.0,28323.0,11.7,11.4,28.4
12028.0,11737.0,27615.0,12.0,11.7,27.6
12156.0,11137.0,27007.0,12.2,11.1,27.0
11644.0,11634.0,27019.0,11.7,11.6,27.0
11229.0,11650.0,28141.0,11.2,11.7,28.2
11354.0,11361.0,28180.0,11.4,11.4,28.2
11875.0,11634.0,27106.0,11.9,11.6,27.1
11920.0,11440.0,26907.0,11.9,11.5,26.9
11192.0,11616.0,27173.0,11.2,11.6,27.2
11519.0,11804.0,27518.0,11.5,11.8,27.5
11838.0,11099.0,28171.0,11.8,11.1,28.2
11796.0,11505.0,27665.0,11.8,11.5,27.7
12552.0,11720.0,27263.0,12.6,11.7,27.3
12017.0,11700.0,27004.0,12.0,11.7,27.0
12329.0,11302.0,28071.0,12.3,11.3,28.1
12048.0,11494.0,27658.0,12.1,11.5,27.7
11901.0,11599.0,27305.0,11.9,11.6,27.3
11482.0,11803.0,28549.0,11.5,11.8,28.6
12288.0,11987.0,27382.0,12.3,12.0,27.4
12343.0,11779.0,27582.0,12.4,11.8,27.6
11390.0,11455.0,26913.0,11.4,11.5,26.9
12051.0,11672.0,27743.0,12.1,11.7,27.8
11467.0,11721.0,27798.0,11.5,11.7,27.8
12531.0,11627.0,27569.0,12.5,11.6,27.6
11803.0,12120.0,26041.0,11.8,12.1,26.1
12752.0,11298.0,27733.0,12.8,11.3,27.8
11479.0,11582.0,27601.0,11.5,11.6,27.6
12096.0,11485.0,27660.0,12.1,11.5,27.7
11344.0,11788.0,28264.0,11.4,11.8,28.3
12007.0,11712.0,27270.0,12.0,11.7,27.3
12045.0,11747.0,27506.0,12.1,11.8,27.5
11270.0,11926.0,28283.0,11.3,11.9,28.3
11754.0,11900.0,27369.0,11.8,11.9,27.4
11414.0,11800.0,28073.0,11.4,11.8,28.1
11341.0,12282.0,28333.0,11.4,12.3,28.4
11948.0,11597.0,27291.0,12.0,11.6,27.3
11865.0,11690.0,27354.0,11.9,11.7,27.4
12165.0,11700.0,27324.0,12.2,11.7,27.4
11974.0,11869.0,27751.0,12.0,11.9,27.8
11935.0,11922.0,27784.0,11.9,11.9,27.8
12550.0,11787.0,27212.0,12.6,11.8,27.2
12676.0,11547.0,27156.0,12.7,11.6,27.2
11565.0,11755.0,27680.0,11.6,11.8,27.7
11386.0,12088.0,28488.0,11.4,12.1,28.5
12166.0,11427.0,27294.0,12.2,11.4,27.3
12103.0,11738.0,28013.0,12.1,11.7,28.0
11886.0,11875.0,28426.0,11.9,11.9,28.5
12798.0,11990.0,27540.0,12.8,12.0,27.6
12195.0,12095.0,27516.0,12.2,12.1,27.5
12791.0,11359.0,28507.0,12.8,11.4,28.5
11969.0,12007.0,28110.0,12.0,12.0,28.1
12269.0,11695.0,27440.0,12.3,11.7,27.5
13346.0,11418.0,26987.0,13.4,11.4,27.0
11918.0,11729.0,28108.0,11.9,11.7,28.1
11890.0,11507.0,28732.0,11.9,11.5,28.8
12463.0,11705.0,27339.0,12.5,11.7,27.4
12397.0,12073.0,28288.0,12.4,12.1,28.3
11594.0,11774.0,27073.0,11.6,11.8,27.1
11812.0,12079.0,28212.0,11.8,12.1,28.2
12446.0,11758.0,27133.0,12.5,11.8,27.2
11716.0,11697.0,27809.0,11.7,11.7,27.8
11765.0,11813.0,28460.0,11.8,11.8,28.5
11963.0,11499.0,27844.0,12.0,11.5,27.9
11456.0,12001.0,27143.0,11.5,12.0,27.2
12711.0,11739.0,28678.0,12.7,11.8,28.7
12719.0,12049.0,27561.0,12.7,12.1,27.6
12595.0,11533.0,28279.0,12.6,11.5,28.3
11849.0,11721.0,27288.0,11.9,11.7,27.3
11798.0,11663.0,27840.0,11.8,11.7,27.9
11663.0,11922.0,27782.0,11.7,11.9,27.8
12639.0,12077.0,27311.0,12.7,12.1,27.3
12141.0,12013.0,27200.0,12.2,12.0,27.2
12343.0,11571.0,26944.0,12.4,11.6,27.0
12673.0,11782.0,28505.0,12.7,11.8,28.5
12319.0,11939.0,27382.0,12.3,12.0,27.4
11754.0,11812.0,27726.0,11.8,11.8,27.8
12067.0,11724.0,26821.0,12.1,11.7,26.8
11195.0,11688.0,27981.0,11.2,11.7,28.0
12517.0,11754.0,27926.0,12.5,11.8,28.0
12564.0,12016.0,27198.0,12.6,12.0,27.2
12193.0,11804.0,27225.0,12.2,11.8,27.3
12483.0,11778.0,27654.0,12.5,11.8,27.7
11921.0,12164.0,27356.0,11.9,12.2,27.4
11992.0,11687.0,27775.0,12.0,11.7,27.8
12185.0,11881.0,27397.0,12.2,11.9,27.4
12139.0,12115.0,27681.0,12.2,12.1,27.7
11850.0,11760.0,28197.0,11.9,11.8,28.2
12978.0,11815.0,27462.0,13.0,11.8,27.5
11934.0,11836.0,27449.0,11.9,11.8,27.5
11373.0,12128.0,28772.0,11.4,12.1,28.8
11244.0,11713.0,27750.0,11.3,11.7,27.8
11591.0,12400.0,28144.0,11.6,12.4,28.2
11568.0,11810.0,27736.0,11.6,11.8,27.8
12310.0,12357.0,28358.0,12.3,12.4,28.4
11558.0,12062.0,27459.0,11.6,12.1,27.5
11391.0,12416.0,27976.0,11.4,12.4,28.0
13143.0,12296.0,28028.0,13.2,12.3,28.1
12863.0,12089.0,27154.0,12.9,12.1,27.2
12081.0,11973.0,27524.0,12.1,12.0,27.6
11763.0,12070.0,27699.0,11.8,12.1,27.7
12367.0,11943.0,28655.0,12.4,12.0,28.7
11162.0,11793.0,28730.0,11.2,11.8,28.8
12172.0,11823.0,28812.0,12.2,11.8,28.8
12267.0,11658.0,28260.0,12.3,11.7,28.3
12934.0,11936.0,28171.0,12.9,11.9,28.2
12320.0,12134.0,28599.0,12.3,12.1,28.6
13212.0,11720.0,27689.0,13.2,11.7,27.7
10919.0,11936.0,27959.0,10.9,11.9,28.0
11775.0,11759.0,28491.0,11.8,11.8,28.5
12603.0,12099.0,27351.0,12.6,12.1,27.4
12062.0,12115.0,27483.0,12.1,12.1,27.5
12643.0,12070.0,28125.0,12.7,12.1,28.2
11923.0,12214.0,27958.0,11.9,12.2,28.0
12184.0,12098.0,27743.0,12.2,12.1,27.8
12569.0,12134.0,28492.0,12.6,12.1,28.5
11651.0,11971.0,28016.0,11.7,12.0,28.0
11299.0,11817.0,28268.0,11.3,11.8,28.3
10729.0,11915.0,28217.0,10.7,11.9,28.2
11800.0,11887.0,28503.0,11.8,11.9,28.5
12344.0,11884.0,27221.0,12.4,11.9,27.2
12464.0,11921.0,27392.0,12.5,11.9,27.4
12627.0,11898.0,28866.0,12.6,11.9,28.9
12690.0,11926.0,28327.0,12.7,11.9,28.4
10701.0,11765.0,27940.0,10.7,11.8,28.0
11859.0,11813.0,27371.0,11.9,11.8,27.4
11502.0,11875.0,27950.0,11.5,11.9,28.0
11948.0,12080.0,27897.0,12.0,12.1,27.9
10680.0,11940.0,27368.0,10.7,12.0,27.4
11487.0,12204.0,26167.0,11.5,12.2,26.2
13014.0,11759.0,29033.0,13.0,11.8,29.1
12230.0,11944.0,28687.0,12.2,12.0,28.7
12022.0,11701.0,29079.0,12.0,11.7,29.1
11744.0,11891.0,27800.0,11.8,11.9,27.8
13217.0,12181.0,28084.0,13.2,12.2,28.1
13001.0,12527.0,27977.0,13.0,12.5,28.0
12578.0,11942.0,28013.0,12.6,12.0,28.0
12502.0,11871.0,28293.0,12.5,11.9,28.3
11677.0,11749.0,26949.0,11.7,11.8,27.0
11821.0,11938.0,27669.0,11.8,11.9,27.7
11542.0,12237.0,28624.0,11.6,12.2,28.7
12241.0,12066.0,28861.0,12.3,12.1,28.9
12305.0,11813.0,28580.0,12.3,11.8,28.6
11879.0,12244.0,28039.0,11.9,12.3,28.1
12585.0,12342.0,27864.0,12.6,12.4,27.9
12507.0,12251.0,28749.0,12.5,12.3,28.8
12535.0,11945.0,27790.0,12.5,12.0,27.8
12404.0,12289.0,27898.0,12.4,12.3,27.9
11515.0,12087.0,27650.0,11.5,12.1,27.7
13227.0,11893.0,27734.0,13.2,11.9,27.8
11649.0,12458.0,28415.0,11.7,12.5,28.4
12138.0,11432.0,28612.0,12.2,11.4,28.6
12264.0,12139.0,28156.0,12.3,12.2,28.2
12008.0,11836.0,28064.0,12.0,11.8,28.1
11740.0,12717.0,28094.0,11.8,12.7,28.1
12055.0,12256.0,27771.0,12.1,12.3,27.8
12905.0,11991.0,28357.0,12.9,12.0,28.4
12272.0,12168.0,28358.0,12.3,12.2,28.4
12424.0,11963.0,28376.0,12.4,12.0,28.4
11952.0,11992.0,27559.0,12.0,12.0,27.6
12213.0,11854.0,27524.0,12.2,11.9,27.6
11944.0,12053.0,27686.0,12.0,12.1,27.7
12893.0,12017.0,27067.0,12.9,12.0,27.1
12584.0,12071.0,28818.0,12.6,12.1,28.8
11728.0,12202.0,28318.0,11.7,12.2,28.3
12886.0,12330.0,29115.0,12.9,12.3,29.1
12435.0,12006.0,28440.0,12.4,12.0,28.5
11034.0,12082.0,28754.0,11.0,12.1,28.8
12380.0,12161.0,29173.0,12.4,12.2,29.2
11868.0,12642.0,27119.0,11.9,12.7,27.1
12495.0,11943.0,27566.0,12.5,12.0,27.6
12585.0,12143.0,28993.0,12.6,12.2,29.0
12668.0,11919.0,27432.0,12.7,11.9,27.5
11452.0,12372.0,28055.0,11.5,12.4,28.1
11931.0,12095.0,28368.0,11.9,12.1,28.4
12310.0,12454.0,27801.0,12.3,12.5,27.8
11989.0,11794.0,27545.0,12.0,11.8,27.6
12832.0,12129.0,28374.0,12.8,12.1,28.4
12761.0,11932.0,28586.0,12.8,11.9,28.6
11792.0,11987.0,28661.0,11.8,12.0,28.7
12360.0,12487.0,27897.0,12.4,12.5,27.9
12859.0,12150.0,28869.0,12.9,12.2,28.9
12448.0,12305.0,28227.0,12.5,12.3,28.3
12360.0,11872.0,28104.0,12.4,11.9,28.1
12274.0,12085.0,28017.0,12.3,12.1,28.0
12485.0,11956.0,27177.0,12.5,12.0,27.2
12225.0,12369.0,28608.0,12.2,12.4,28.6
12476.0,12104.0,27403.0,12.5,12.1,27.4
11219.0,11952.0,28315.0,11.2,12.0,28.3
12638.0,12172.0,28198.0,12.7,12.2,28.2
11498.0,11922.0,27850.0,11.5,11.9,27.9
12796.0,12077.0,28554.0,12.8,12.1,28.6
12985.0,12239.0,27657.0,13.0,12.3,27.7
12400.0,12167.0,27454.0,12.4,12.2,27.5
11836.0,12237.0,28374.0,11.8,12.2,28.4
13012.0,12384.0,27274.0,13.0,12.4,27.3
12363.0,12173.0,28604.0,12.4,12.2,28.6
12557.0,12404.0,27758.0,12.6,12.4,27.8
11591.0,12336.0,28211.0,11.6,12.3,28.2
12168.0,12025.0,28006.0,12.2,12.0,28.0
12826.0,11908.0,28030.0,12.8,11.9,28.1
11585.0,12228.0,28163.0,11.6,12.2,28.2
12597.0,12078.0,28358.0,12.6,12.1,28.4
12688.0,12317.0,27126.0,12.7,12.3,27.2
11851.0,12490.0,28402.0,11.9,12.5,28.4
11493.0,12171.0,27762.0,11.5,12.2,27.8
11823.0,12307.0,29108.0,11.8,12.3,29.1
12855.0,12170.0,28774.0,12.9,12.2,28.8
12333.0,12685.0,28759.0,12.3,12.7,28.8
12273.0,12515.0,27960.0,12.3,12.5,28.0
11593.0,12323.0,29165.0,11.6,12.3,29.2
11367.0,12568.0,28334.0,11.4,12.6,28.4
11938.0,11811.0,28290.0,11.9,11.8,28.3
12639.0,12476.0,27955.0,12.7,12.5,28.0
12335.0,12015.0,28162.0,12.3,12.0,28.2
12793.0,12168.0,27545.0,12.8,12.2,27.6
12481.0,11985.0,29191.0,12.5,12.0,29.2
12259.0,12190.0,28763.0,12.3,12.2,28.8
11936.0,12391.0,27667.0,11.9,12.4,27.7
12760.0,12681.0,28284.0,12.8,12.7,28.3
12536.0,12266.0,27995.0,12.5,12.3,28.0
12710.0,12104.0,28083.0,12.7,12.1,28.1
13019.0,12476.0,28389.0,13.0,12.5,28.4
11925.0,12489.0,28422.0,11.9,12.5,28.5
12290.0,11907.0,27429.0,12.3,11.9,27.5
12228.0,12195.0,28931.0,12.2,12.2,29.0
12757.0,12506.0,27957.0,12.8,12.5,28.0
12172.0,12129.0,27884.0,12.2,12.1,27.9
12959.0,12589.0,27724.0,13.0,12.6,27.8
12226.0,12187.0,28567.0,12.2,12.2,28.6
12223.0,11980.0,28896.0,12.2,12.0,28.9
12276.0,12237.0,28414.0,12.3,12.2,28.4
11207.0,12385.0,29543.0,11.2,12.4,29.6
12541.0,11898.0,28201.0,12.6,11.9,28.2
12335.0,12281.0,28216.0,12.3,12.3,28.2
11938.0,12378.0,27988.0,11.9,12.4,28.0
12091.0,12468.0,28465.0,12.1,12.5,28.5
12055.0,12139.0,28812.0,12.1,12.2,28.8
11595.0,12266.0,28518.0,11.6,12.3,28.5
11555.0,12275.0,28319.0,11.6,12.3,28.3
12187.0,12152.0,28240.0,12.2,12.2,28.3
13196.0,12216.0,27930.0,13.2,12.2,28.0
11887.0,12179.0,27666.0,11.9,12.2,27.7
13821.0,12110.0,27228.0,13.8,12.1,27.3
12010.0,12313.0,28036.0,12.0,12.3,28.1
11530.0,12076.0,28410.0,11.5,12.1,28.4
12484.0,11944.0,29118.0,12.5,12.0,29.1
11991.0,12164.0,28348.0,12.0,12.2,28.4
12589.0,12437.0,27647.0,12.6,12.4,27.7
11216.0,11848.0,27491.0,11.2,11.9,27.5
12581.0,12108.0,28275.0,12.6,12.1,28.3
12229.0,12372.0,28959.0,12.2,12.4,29.0
12640.0,12179.0,28218.0,12.7,12.2,28.2
12540.0,12185.0,29098.0,12.6,12.2,29.1
12333.0,12533.0,28912.0,12.3,12.5,28.9
12394.0,12539.0,28725.0,12.4,12.6,28.8
12781.0,12293.0,28704.0,12.8,12.3,28.7
12073.0,12146.0,28803.0,12.1,12.2,28.8
12432.0,12482.0,28122.0,12.4,12.5,28.2
12359.0,12255.0,27819.0,12.4,12.3,27.8
12793.0,12504.0,28329.0,12.8,12.5,28.4
12498.0,12110.0,28397.0,12.5,12.1,28.4
12651.0,12504.0,28470.0,12.7,12.5,28.5
12782.0,12250.0,28244.0,12.8,12.3,28.3
12564.0,12288.0,27831.0,12.6,12.3,27.9
12488.0,12064.0,28761.0,12.5,12.1,28.8
11820.0,12183.0,27825.0,11.8,12.2,27.9
12668.0,12412.0,27174.0,12.7,12.4,27.2
13192.0,12620.0,27433.0,13.2,12.6,27.5
12260.0,12214.0,28353.0,12.3,12.2,28.4
12321.0,12568.0,28099.0,12.3,12.6,28.1
12188.0,12368.0,28758.0,12.2,12.4,28.8
12695.0,12356.0,28284.0,12.7,12.4,28.3
13370.0,12126.0,27675.0,13.4,12.1,27.7
12310.0,12500.0,27521.0,12.3,12.5,27.5
13306.0,12189.0,28273.0,13.3,12.2,28.3
12127.0,12636.0,28415.0,12.1,12.6,28.4
12205.0,11797.0,28539.0,12.2,11.8,28.6
13769.0,12118.0,27660.0,13.8,12.1,27.7
12130.0,12480.0,28030.0,12.1,12.5,28.1
12499.0,12311.0,29233.0,12.5,12.3,29.3
12499.0,12284.0,28513.0,12.5,12.3,28.5
11833.0,12401.0,28815.0,11.8,12.4,28.8
11801.0,12507.0,28299.0,11.8,12.5,28.3
12007.0,12487.0,28029.0,12.0,12.5,28.1
12107.0,12226.0,27794.0,12.1,12.2,27.8
10737.0,9828.0,24810.0,10.7,9.8,24.8
10971.0,9993.0,24107.0,11.0,10.0,24.1
10651.0,9864.0,25057.0,10.7,9.9,25.1
10756.0,10182.0,24920.0,10.8,10.2,24.9
11032.0,10111.0,23968.0,11.0,10.1,24.0
10301.0,10484.0,24479.0,10.3,10.5,24.5
10801.0,10013.0,24171.0,10.8,10.0,24.2
10147.0,9995.0,24058.0,10.2,10.0,24.1
10108.0,9988.0,23734.0,10.1,10.0,23.8
10489.0,10605.0,24098.0,10.5,10.6,24.1
10309.0,10054.0,24076.0,10.3,10.1,24.1
11161.0,9834.0,23880.0,11.2,9.8,23.9
10489.0,9820.0,24368.0,10.5,9.8,24.4
10293.0,10164.0,24320.0,10.3,10.2,24.3
11468.0,10186.0,24893.0,11.5,10.2,24.9
9335.0,10118.0,25068.0,9.3,10.1,25.1
9825.0,10110.0,24192.0,9.8,10.1,24.2
10461.0,10121.0,24814.0,10.5,10.1,24.8
10269.0,10150.0,24519.0,10.3,10.2,24.5
10401.0,10256.0,25572.0,10.4,10.3,25.6
9227.0,9996.0,25468.0,9.2,10.0,25.5
9995.0,10122.0,24270.0,10.0,10.1,24.3
9612.0,9941.0,25009.0,9.6,10.0,25.0
10618.0,10250.0,24401.0,10.6,10.3,24.4
11342.0,10186.0,24719.0,11.4,10.2,24.7
9796.0,10273.0,25224.0,9.8,10.3,25.2
10801.0,10048.0,24942.0,10.8,10.1,25.0
9807.0,10428.0,24268.0,9.8,10.4,24.3
11511.0,10211.0,25335.0,11.5,10.2,25.4
11496.0,10362.0,24574.0,11.5,10.4,24.6
10881.0,10372.0,24464.0,10.9,10.4,24.5
10702.0,9972.0,25011.0,10.7,10.0,25.0
10603.0,10236.0,25239.0,10.6,10.2,25.3
11040.0,10528.0,24770.0,11.1,10.5,24.8
9911.0,10008.0,24793.0,9.9,10.0,24.8
10772.0,10111.0,25434.0,10.8,10.1,25.5
10176.0,10186.0,24808.0,10.2,10.2,24.8
10738.0,9912.0,24462.0,10.7,9.9,24.5
9299.0,10475.0,24104.0,9.3,10.5,24.1
10765.0,9993.0,23741.0,10.8,10.0,23.8
10044.0,10021.0,25011.0,10.1,10.0,25.0
11733.0,10484.0,24836.0,11.7,10.5,24.9
10200.0,10187.0,23883.0,10.2,10.2,23.9
10798.0,10126.0,25364.0,10.8,10.1,25.4
11193.0,10144.0,25319.0,11.2,10.2,25.3
10207.0,10138.0,26282.0,10.2,10.1,26.3
11341.0,10373.0,24763.0,11.4,10.4,24.8
10215.0,10311.0,24310.0,10.2,10.3,24.3
10447.0,10774.0,24764.0,10.5,10.8,24.8
9964.0,10274.0,24745.0,10.0,10.3,24.8
11173.0,10002.0,25215.0,11.2,10.0,25.2
11051.0,10348.0,25407.0,11.1,10.4,25.4
10895.0,10568.0,25553.0,10.9,10.6,25.6
10451.0,10229.0,25858.0,10.5,10.2,25.9
9606.0,10312.0,24871.0,9.6,10.3,24.9
10497.0,10007.0,25424.0,10.5,10.0,25.4
10610.0,10108.0,25090.0,10.6,10.1,25.1
11421.0,10567.0,25179.0,11.4,10.6,25.2
10459.0,10341.0,24777.0,10.5,10.4,24.8
10552.0,10292.0,25644.0,10.6,10.3,25.7
11627.0,10418.0,25920.0,11.6,10.4,25.9
10751.0,10378.0,24772.0,10.8,10.4,24.8
10953.0,10529.0,24906.0,11.0,10.5,24.9
11007.0,10191.0,25110.0,11.0,10.2,25.1
11480.0,10318.0,25718.0,11.5,10.3,25.7
9807.0,10286.0,25418.0,9.8,10.3,25.4
10623.0,10356.0,25592.0,10.6,10.4,25.6
10630.0,10564.0,25391.0,10.6,10.6,25.4
11094.0,10595.0,24746.0,11.1,10.6,24.8
10754.0,10308.0,26125.0,10.8,10.3,26.2
10930.0,10345.0,25153.0,10.9,10.4,25.2
11436.0,10413.0,25733.0,11.4,10.4,25.8
11342.0,10255.0,24792.0,11.4,10.3,24.8
11208.0,10758.0,25040.0,11.2,10.8,25.1
10443.0,10520.0,25293.0,10.5,10.5,25.3
10469.0,10509.0,25542.0,10.5,10.5,25.6
10492.0,10063.0,26242.0,10.5,10.1,26.3
11281.0,10307.0,25923.0,11.3,10.3,25.9
10544.0,10777.0,24762.0,10.6,10.8,24.8
10768.0,10494.0,26222.0,10.8,10.5,26.2
9937.0,10781.0,25378.0,9.9,10.8,25.4
11117.0,10145.0,25469.0,11.1,10.2,25.5
11045.0,10513.0,26019.0,11.1,10.5,26.0
10747.0,10523.0,24993.0,10.8,10.5,25.0
11090.0,10864.0,25497.0,11.1,10.9,25.5
10828.0,10506.0,25877.0,10.8,10.5,25.9
11837.0,10149.0,26146.0,11.8,10.2,26.2
10793.0,10773.0,25498.0,10.8,10.8,25.5
10670.0,10237.0,26009.0,10.7,10.2,26.0
11214.0,10580.0,25961.0,11.2,10.6,26.0
10986.0,10362.0,25262.0,11.0,10.4,25.3
11036.0,10309.0,25344.0,11.0,10.3,25.4
11030.0,10704.0,25275.0,11.0,10.7,25.3
10935.0,10657.0,25694.0,10.9,10.7,25.7
12017.0,10472.0,25045.0,12.0,10.5,25.1
10592.0,10292.0,26527.0,10.6,10.3,26.6
10479.0,10525.0,25904.0,10.5,10.5,25.9
10310.0,10429.0,25912.0,10.3,10.4,25.9
10338.0,10632.0,25906.0,10.3,10.6,25.9
10489.0,10386.0,24836.0,10.5,10.4,24.9
10855.0,10004.0,25360.0,10.9,10.0,25.4
11416.0,10769.0,25704.0,11.4,10.8,25.7
10265.0,10834.0,25219.0,10.3,10.8,25.2
10858.0,10661.0,25790.0,10.9,10.7,25.8
9807.0,10405.0,25998.0,9.8,10.4,26.0
10556.0,10695.0,25451.0,10.6,10.7,25.5
9693.0,10677.0,25371.0,9.7,10.7,25.4
9996.0,10787.0,25118.0,10.0,10.8,25.1
10600.0,10542.0,25534.0,10.6,10.6,25.6
11116.0,10387.0,25046.0,11.1,10.4,25.1
10706.0,10584.0,25293.0,10.7,10.6,25.3
10390.0,10314.0,25792.0,10.4,10.3,25.8
10726.0,10754.0,25721.0,10.7,10.8,25.7
10760.0,10660.0,25471.0,10.8,10.7,25.5
11359.0,10854.0,25184.0,11.4,10.9,25.2
11016.0,10532.0,25813.0,11.0,10.5,25.8
12363.0,10779.0,25919.0,12.4,10.8,25.9
10385.0,10719.0,26476.0,10.4,10.7,26.5
11256.0,10532.0,25765.0,11.3,10.5,25.8
11564.0,10278.0,25369.0,11.6,10.3,25.4
10212.0,10455.0,26018.0,10.2,10.5,26.0
10411.0,10420.0,25469.0,10.4,10.4,25.5
11661.0,10724.0,24882.0,11.7,10.7,24.9
11323.0,10662.0,26609.0,11.3,10.7,26.6
10814.0,10840.0,26733.0,10.8,10.9,26.8
10269.0,10634.0,26559.0,10.3,10.6,26.6
11359.0,10663.0,25111.0,11.4,10.7,25.1
11198.0,10383.0,25954.0,11.2,10.4,26.0
10510.0,11072.0,26235.0,10.5,11.1,26.3
11259.0,10636.0,26378.0,11.3,10.6,26.4
10205.0,10963.0,24915.0,10.2,11.0,24.9
12055.0,10435.0,25907.0,12.1,10.4,25.9
11061.0,10380.0,26104.0,11.1,10.4,26.1
11132.0,10870.0,26123.0,11.1,10.9,26.1
11106.0,10845.0,26636.0,11.1,10.9,26.7
10631.0,10851.0,26319.0,10.6,10.9,26.3
11347.0,10688.0,25611.0,11.4,10.7,25.6
11890.0,11216.0,25575.0,11.9,11.2,25.6
11170.0,11013.0,25543.0,11.2,11.0,25.6
11171.0,10787.0,25658.0,11.2,10.8,25.7
10646.0,10887.0,26680.0,10.7,10.9,26.7
10533.0,11012.0,25811.0,10.5,11.0,25.8
10929.0,10572.0,25410.0,10.9,10.6,25.4
10610.0,10917.0,26482.0,10.6,10.9,26.5
11735.0,10844.0,26156.0,11.7,10.9,26.2
11518.0,10800.0,25772.0,11.5,10.8,25.8
11422.0,10787.0,25517.0,11.4,10.8,25.5
10228.0,11161.0,26492.0,10.2,11.2,26.5
11874.0,10847.0,25406.0,11.9,10.9,25.4
10536.0,10940.0,26577.0,10.5,11.0,26.6
10449.0,10896.0,25872.0,10.5,10.9,25.9
11213.0,10997.0,26161.0,11.2,11.0,26.2
10235.0,11020.0,26304.0,10.2,11.0,26.3
10813.0,10781.0,25977.0,10.8,10.8,26.0
11159.0,10871.0,25045.0,11.2,10.9,25.1
11216.0,10870.0,25791.0,11.2,10.9,25.8
11132.0,11194.0,26250.0,11.1,11.2,26.3
11403.0,11088.0,25630.0,11.4,11.1,25.7
11065.0,10835.0,27171.0,11.1,10.8,27.2
11713.0,10754.0,25664.0,11.7,10.8,25.7
11296.0,10892.0,26475.0,11.3,10.9,26.5
10592.0,10762.0,26552.0,10.6,10.8,26.6
10372.0,10720.0,26389.0,10.4,10.7,26.4
10348.0,10745.0,26142.0,10.4,10.8,26.2
11428.0,11122.0,26029.0,11.4,11.1,26.1
10794.0,10831.0,26760.0,10.8,10.8,26.8
10874.0,10630.0,26378.0,10.9,10.6,26.4
11972.0,10822.0,25873.0,12.0,10.8,25.9
10823.0,10983.0,26503.0,10.8,11.0,26.5
10793.0,11045.0,25247.0,10.8,11.1,25.3
10781.0,10811.0,25751.0,10.8,10.8,25.8
10757.0,10854.0,26840.0,10.8,10.9,26.9
11777.0,10866.0,26513.0,11.8,10.9,26.5
11426.0,10809.0,27820.0,11.4,10.8,27.8
11916.0,11084.0,25934.0,11.9,11.1,26.0
11376.0,10758.0,26483.0,11.4,10.8,26.5
11210.0,10720.0,26885.0,11.2,10.7,26.9
11063.0,11242.0,25859.0,11.1,11.3,25.9
11889.0,10900.0,25988.0,11.9,10.9,26.0
10812.0,11330.0,26934.0,10.8,11.3,27.0
10892.0,11244.0,26196.0,10.9,11.3,26.2
11793.0,11203.0,26454.0,11.8,11.2,26.5
11692.0,11088.0,26404.0,11.7,11.1,26.4
10935.0,10697.0,27156.0,10.9,10.7,27.2
11753.0,11066.0,25828.0,11.8,11.1,25.9
11166.0,10849.0,27060.0,11.2,10.9,27.1
11347.0,10821.0,25710.0,11.4,10.8,25.7
11016.0,10992.0,27264.0,11.0,11.0,27.3
11209.0,11075.0,26799.0,11.2,11.1,26.8
10978.0,11055.0,27166.0,11.0,11.1,27.2
11069.0,11149.0,25971.0,11.1,11.2,26.0
11167.0,10529.0,26291.0,11.2,10.5,26.3
10838.0,10991.0,26168.0,10.8,11.0,26.2
11330.0,10903.0,27022.0,11.3,10.9,27.0
11240.0,11107.0,26898.0,11.3,11.1,26.9
11732.0,11052.0,26474.0,11.7,11.1,26.5
11356.0,10869.0,26593.0,11.4,10.9,26.6
10958.0,10994.0,26407.0,11.0,11.0,26.4
11072.0,11324.0,26657.0,11.1,11.3,26.7
11043.0,11142.0,26548.0,11.1,11.2,26.6
11302.0,11441.0,26794.0,11.3,11.5,26.8
11166.0,11239.0,26874.0,11.2,11.3,26.9
12053.0,10998.0,26404.0,12.1,11.0,26.4
11727.0,11263.0,26353.0,11.7,11.3,26.4
10926.0,11253.0,27552.0,10.9,11.3,27.6
11731.0,10972.0,26886.0,11.7,11.0,26.9
11630.0,11415.0,26927.0,11.6,11.4,27.0
11547.0,10917.0,26796.0,11.6,10.9,26.8
10427.0,11166.0,26515.0,10.4,11.2,26.5
11174.0,11404.0,27012.0,11.2,11.4,27.0
10814.0,10829.0,26526.0,10.8,10.8,26.6
11674.0,11378.0,25721.0,11.7,11.4,25.7
11600.0,11358.0,27598.0,11.6,11.4,27.6
11650.0,11150.0,27110.0,11.7,11.2,27.1
11453.0,11176.0,25134.0,11.5,11.2,25.2
11800.0,11392.0,26924.0,11.8,11.4,27.0
10973.0,11179.0,26894.0,11.0,11.2,26.9
11220.0,11634.0,27897.0,11.2,11.6,27.9
11506.0,10907.0,27202.0,11.5,10.9,27.2
10897.0,11041.0,27064.0,10.9,11.1,27.1
11584.0,10865.0,26417.0,11.6,10.9,26.4
11881.0,11089.0,26885.0,11.9,11.1,26.9
11497.0,11316.0,27452.0,11.5,11.3,27.5
11247.0,11073.0,26895.0,11.3,11.1,26.9
10977.0,11091.0,26844.0,11.0,11.1,26.9
12849.0,11179.0,26308.0,12.9,11.2,26.3
11594.0,11604.0,26922.0,11.6,11.6,26.9
11385.0,11153.0,26750.0,11.4,11.2,26.8
11479.0,11531.0,26144.0,11.5,11.5,26.2
